gene,beta1,beta2,eigenvalue_modulus,r2,root_type,category
Trim30a,-0.018407,0.355462,0.6055,0.1248,real,other
Trim30d,0.114644,0.291566,0.6003,0.0868,real,other
Trim30e-ps1,-0.227335,-0.024891,0.1578,0.0494,complex,other
Olfr655,-0.037241,0.144613,0.3994,0.0205,real,other
Olfr658,-0.188868,0.270634,0.6232,0.1166,real,other
Usp17lb,-0.233086,0.204804,0.5839,0.1333,real,other
Olfr666,-0.133753,0.110880,0.4065,0.0327,real,other
Olfr667,-0.164350,0.168799,0.5012,0.0664,real,other
Olfr668,-0.186751,0.092605,0.4117,0.0493,real,other
Olfr670,-0.127532,0.285691,0.6021,0.1096,real,other
Olfr671,-0.058837,0.208637,0.4871,0.0477,real,other
Olfr672,-0.026890,0.006719,0.0965,0.0002,real,other
Olfr675,-0.045721,0.316983,0.5863,0.1032,real,other
Olfr683,-0.086380,-0.014450,0.1202,0.0051,complex,other
Olfr684,-0.011466,0.319766,0.5712,0.1026,real,other
Olfr685,-0.174631,0.336381,0.6738,0.1769,real,other
Olfr686,-0.108189,0.320274,0.6226,0.1198,real,other
Olfr690,-0.054361,0.274082,0.5514,0.0909,real,other
Olfr691,-0.168427,0.132694,0.4581,0.0484,real,other
Fam160a2,0.093706,0.289761,0.5872,0.0958,real,other
Prkcdbp,0.192094,-0.231501,0.4811,0.0783,complex,other
Apbb1,-0.097340,-0.219214,0.4682,0.0550,complex,other
Hpx,0.052665,-0.031854,0.1785,-0.0010,complex,other
Trim3,0.112162,-0.362631,0.6022,0.1265,complex,other
Arfip2,-0.363553,-0.147012,0.3834,0.1262,complex,other
Rrp8,0.181282,0.027566,0.2798,0.0329,real,other
Tpp1,0.456125,0.150259,0.6778,0.3034,real,other
Dchs1,-0.125035,0.255950,0.5723,0.0873,real,other
Mrpl17,0.023689,0.432237,0.6694,0.2124,real,other
Gm4759,0.084652,-0.102340,0.3199,0.0101,complex,other
Gm8995,-0.253847,0.227642,0.6206,0.1517,real,other
Gm1966,0.168027,-0.243372,0.4933,0.0880,complex,other
Olfr693,-0.172773,0.335856,0.6723,0.1728,real,other
Olfr695,-0.120344,0.141683,0.4414,0.0372,real,other
Olfr697,-0.307112,0.285982,0.7099,0.2496,real,other
Olfr698,-0.357744,0.186341,0.6461,0.2084,real,other
Olfr699,-0.060462,0.178836,0.4542,0.0366,real,other
Olfr700,-0.121733,0.060271,0.3138,0.0195,real,other
Olfr702,-0.077228,0.144527,0.4207,0.0247,real,other
Olfr705,-0.248247,0.130861,0.5066,0.0956,real,other
Olfr706,-0.118542,0.090943,0.3666,0.0234,real,other
Olfr707,0.085717,0.262680,0.5572,0.0715,real,other
Olfr710,-0.225604,0.247863,0.6233,0.1442,real,other
Olfr6,-0.105877,0.145805,0.4384,0.0332,real,other
Olfr711,-0.052081,0.219864,0.4957,0.0512,real,other
Olfr2,-0.306952,0.088818,0.4887,0.1199,real,other
Gm10081,-0.151148,-0.053641,0.2316,0.0214,complex,other
Olfr715,-0.079983,0.112421,0.3777,0.0193,real,other
5330417H12Rik,-0.118434,0.498862,0.7680,0.2803,real,other
Cyb5r2,-0.080643,-0.044677,0.2114,0.0071,complex,other
Ovch2,-0.113093,0.051376,0.2902,0.0131,real,other
Olfr469,-0.182508,-0.030282,0.1740,0.0312,complex,other
Olfr470,-0.115446,0.043714,0.2746,0.0157,real,other
Olfr478,-0.150571,0.010904,0.2040,0.0213,real,other
Olfr480,-0.101687,0.087306,0.3507,0.0187,real,other
Olfr482,-0.380585,-0.114729,0.3387,0.1141,complex,other
Olfr484,-0.133689,0.036899,0.2702,0.0192,real,other
Olfr485,-0.144797,0.041719,0.2891,0.0230,real,other
Olfr486,-0.118364,0.080043,0.3482,0.0206,real,other
Olfr488,-0.121093,0.092194,0.3702,0.0239,real,other
Olfr490,-0.074437,0.046780,0.2567,0.0049,real,other
Olfr492,-0.130872,0.060252,0.3195,0.0208,real,other
Olfr493,-0.086924,0.190155,0.4817,0.0452,real,other
Olfr502,-0.105364,0.113314,0.3934,0.0252,real,other
Olfr504,-0.190463,0.028265,0.2885,0.0385,real,other
Olfr509,-0.091802,0.221115,0.5184,0.0596,real,other
Olfr514,-0.173829,0.151013,0.4851,0.0635,real,other
Olfr516,-0.092644,0.139583,0.4228,0.0266,real,other
Olfr517,-0.120978,0.305674,0.6167,0.1077,real,other
Olfr518,-0.324368,0.179186,0.6155,0.1930,real,other
Nlrp10,-0.225290,-0.088657,0.2978,0.0500,complex,other
Ric3,-0.053477,0.367813,0.6338,0.1491,real,other
Lmo1,-0.084834,-0.390135,0.6246,0.1451,complex,other
Stk33,-0.269123,0.182318,0.5823,0.1274,real,other
Trim66,-0.059230,0.286490,0.5657,0.0793,real,other
St5,1.110608,-0.440611,0.6638,0.6868,complex,other
BC051019,-0.185473,0.142674,0.4817,0.0647,real,other
Ascl3,-0.114116,-0.023557,0.1535,0.0129,complex,other
Tmem9b,-0.147684,0.036583,0.2789,0.0127,real,other
Nrip3,-0.207866,-0.259062,0.5090,0.0859,complex,other
Scube2,-0.174072,0.211221,0.5548,0.0890,real,other
Dennd5a,-0.510367,0.121210,0.6868,0.3461,real,other
Tmem41b,0.223175,0.037646,0.3354,0.0515,real,other
AA474408,0.539656,0.083060,0.6646,0.3511,real,other
Sbf2,0.350638,0.150609,0.6012,0.1581,real,other
B430319F04Rik,-0.128793,-0.023578,0.1536,0.0138,complex,other
Lyve1,0.398567,0.077326,0.5414,0.1579,real,other
Mrvi1,-0.202894,-0.124812,0.3533,0.0466,complex,other
Eif4g2,0.144741,0.161935,0.4812,0.0527,real,other
Galnt18,0.097127,-0.061607,0.2482,0.0115,complex,other
Dkk3,0.195929,-0.081465,0.2854,0.0402,complex,other
Btbd10,-0.083222,0.209371,0.5011,0.0535,real,other
Pth,-0.217939,0.234429,0.6053,0.1285,real,other
L1Md-A101,-0.096786,-0.080165,0.2831,0.0126,complex,other
Gm5600,-0.145308,0.169604,0.4908,0.0568,real,other
Rras2,0.028091,0.138502,0.3865,0.0155,real,other
Copb1,-0.151516,0.121113,0.4319,0.0431,real,other
Psma1,0.530824,0.077168,0.6496,0.3142,real,other
Cyp2r1,0.368382,0.089063,0.5349,0.1742,real,other
Calca,0.079264,0.170916,0.4549,0.0347,real,other
Sox6,0.304136,-0.012368,0.2558,0.0914,real,other
Plekha7,0.223634,0.154230,0.5201,0.0905,real,other
Pik3c2a,0.140664,0.116634,0.4190,0.0368,real,other
Rps15a,0.357981,-0.013978,0.3134,0.1257,real,other
Arl6ip1,0.112372,0.321492,0.6260,0.1393,real,other
Smg1,-0.386726,0.048910,0.4871,0.1672,real,other
Syt17,-0.160932,-0.128740,0.3588,0.0349,complex,other
Itpripl2,-0.356363,-0.191525,0.4376,0.1170,complex,other
Coq7,-0.314374,0.121002,0.5389,0.1361,real,other
Tmc7,0.446168,0.082736,0.5871,0.2491,real,other
Gde1,1.032759,-0.358471,0.5987,0.6302,complex,other
Knop1,-0.181683,0.320229,0.6640,0.1985,real,other
Gprc5b,0.022820,-0.153793,0.3922,0.0102,complex,other
Gpr139,-0.113336,0.444566,0.7258,0.2205,real,other
Gp2,-0.198341,0.248258,0.6072,0.1257,real,other
Umod,-0.156160,0.163410,0.4898,0.0619,real,other
Pdilt,-0.164093,0.011216,0.2160,0.0235,real,other
Thumpd1,-0.280658,0.152782,0.5556,0.1288,real,other
Eri2,0.143802,0.062119,0.3313,0.0240,real,other
Dcun1d3,0.552403,-0.046494,0.4488,0.2751,real,other
Dnah3,-0.119157,0.482131,0.7565,0.2710,real,other
4930560O18Rik,-0.192468,-0.214752,0.4634,0.0766,complex,other
Zp2,-0.247719,0.285356,0.6722,0.1849,real,other
Crym,-0.218036,0.298479,0.6661,0.1674,real,other
Pdzd9,-0.060494,-0.009461,0.0973,0.0036,complex,other
Cdr2,0.318355,0.010313,0.3480,0.1020,real,other
Gm9905,-0.282048,0.084416,0.4640,0.1022,real,other
Igsf6,-0.331750,-0.154646,0.3933,0.0994,complex,other
Usp31,0.147368,0.290583,0.6178,0.1260,real,other
Cog7,-0.044284,0.298637,0.5691,0.0842,real,other
Gga2,0.906685,-0.222674,0.4719,0.5549,complex,other
Ears2,0.249941,0.225492,0.6160,0.1334,real,other
Ndufab1,0.146758,0.279682,0.6073,0.0913,real,other
Palb2,-0.053201,0.192706,0.4664,0.0430,real,other
Ern2,-0.306765,-0.059239,0.2434,0.0890,complex,other
Arhgap17,-0.452703,0.010805,0.4754,0.2082,real,other
Zkscan2,-0.379282,-0.182726,0.4275,0.1182,complex,other
4933440M02Rik,-0.229490,0.083263,0.4253,0.0674,real,other
Nsmce1,0.200753,0.037150,0.3177,0.0322,real,other
Gtf3c1,0.261268,0.112386,0.4904,0.0945,real,other
Gsg1l,-0.153939,0.238214,0.5711,0.0855,real,other
Xpo6,0.403195,0.101459,0.5786,0.1963,real,other
Lat,0.208014,0.325441,0.6839,0.1568,real,other
Spns1,0.009898,0.345074,0.5924,0.1181,real,other
Nfatc2ip,-0.130978,0.120440,0.4187,0.0316,real,other
Cd19,0.268641,0.152349,0.5471,0.1436,real,immune
Atp2a1,0.016478,0.068780,0.2706,0.0015,real,other
Sh2b1,-0.129293,-0.038370,0.1959,0.0168,complex,other
Atxn2l,-0.076899,-0.173326,0.4163,0.0309,complex,other
Eif3c,-0.439416,0.143945,0.6581,0.2847,real,other
Il27,-0.023336,0.333876,0.5896,0.1117,real,other
Nupr1,-0.199925,0.018593,0.2690,0.0390,real,other
Sult1a1,0.098303,0.046052,0.2693,0.0103,real,other
Slx1b,-0.250426,0.064090,0.4076,0.0678,real,other
Coro1a,-0.105807,0.020769,0.2064,0.0072,real,other
Gm9967,-0.217566,-0.188563,0.4342,0.0670,complex,other
Ppp4c,-0.029467,0.208739,0.4719,0.0439,real,other
Aldoa,0.276032,-0.016124,0.1921,0.0734,real,housekeeping
4930451I11Rik,-0.211092,0.021865,0.2872,0.0451,real,other
Taok2,-0.318608,0.282901,0.7145,0.2729,real,other
Tmem219,0.033328,0.439655,0.6799,0.1967,real,other
Asphd1,-0.098502,0.167136,0.4610,0.0394,real,other
Mvp,0.214027,0.073484,0.3985,0.0578,real,other
Pagr1a,0.167477,0.186893,0.5241,0.0688,real,other
Maz,0.634736,-0.116785,0.3417,0.3240,complex,other
Kif22,-0.211424,-0.240644,0.4906,0.0862,complex,other
Zg16,-0.226589,-0.353295,0.5944,0.1425,complex,other
Qprt,0.612679,0.059233,0.6976,0.4139,real,other
Spn,-0.081363,0.399229,0.6738,0.1572,real,other
Cd2bp2,-0.308686,0.089022,0.4903,0.1250,real,other
Tbc1d10b,-0.038239,-0.263837,0.5137,0.0694,complex,other
Sept1,-0.405024,-0.099461,0.3154,0.1303,complex,other
Gm4532,-0.230443,0.225684,0.6041,0.1184,real,other
Dctpp1,1.045883,-0.408667,0.6393,0.6221,complex,other
Sephs2,-0.020399,0.073302,0.2811,0.0031,real,other
Zfp768,-0.102330,-0.142984,0.3781,0.0274,complex,other
Zfp747,0.020007,-0.261382,0.5113,0.0563,complex,other
9130019O22Rik,-0.179914,0.137431,0.4714,0.0596,real,other
E430018J23Rik,0.062461,-0.221888,0.4711,0.0433,complex,other
Zfp764,-0.004715,0.100073,0.3187,-0.0230,real,other
Zfp688,0.155956,0.378515,0.6981,0.1999,real,other
Zfp689,-0.074897,-0.117560,0.3429,0.0135,complex,other
1700008J07Rik,0.066146,0.092301,0.3387,0.0115,real,other
Zfp629,0.105698,0.018370,0.1983,0.0112,real,other
Ccdc189,0.361063,-0.135554,0.3682,0.1181,complex,other
1700120K04Rik,-0.244832,-0.093026,0.3050,0.0535,complex,other
Bcl7c,0.540385,-0.091105,0.3018,0.2452,complex,other
Ctf2,-0.126869,0.125489,0.4233,0.0380,real,other
9430064I24Rik,-0.065278,-0.258978,0.5089,0.0583,complex,other
Stx1b,0.587117,0.006707,0.5983,0.3692,real,other
Zfp668,-0.611046,-0.207580,0.4556,0.2876,complex,other
Prss53,0.341382,-0.073245,0.2706,0.1046,complex,other
Vkorc1,0.128581,0.204873,0.5215,0.0539,real,other
Prss8,0.071462,-0.000466,0.0642,0.0023,real,other
Prss36,0.183132,-0.435622,0.6600,0.1696,complex,other
Pycard,-0.035693,0.321269,0.5849,0.1093,real,other
Cox6a2,-0.176597,0.110434,0.4321,0.0486,real,other
9130023H24Rik,0.274051,0.209339,0.6146,0.1243,real,other
BC017158,-0.089728,0.431597,0.7034,0.1902,real,other
Rgs10,-0.135136,-0.287219,0.5359,0.0953,complex,other
Tial1,0.170321,-0.000470,0.1675,0.0220,real,other
Mcmbp,-0.121341,0.327145,0.6358,0.1425,real,other
Fgfr2,0.529384,-0.018160,0.4925,0.2583,real,other
Rfwd3,0.083848,0.494392,0.7463,0.2381,real,other
Ate1,-0.260271,0.281110,0.6761,0.2066,real,other
Nsmce4a,-0.141893,0.397698,0.7056,0.1981,real,other
Etos1,-0.012470,-0.008058,0.0898,-0.0056,complex,other
4933402N03Rik,0.002637,0.310762,0.5588,0.0957,real,other
Cuzd1,0.127169,0.166241,0.4762,0.0486,real,other
1700007K09Rik,0.049735,0.247778,0.5233,0.0672,real,other
2310057M21Rik,-0.122129,0.141125,0.4417,0.0383,real,other
Cpxm2,-0.191314,0.072425,0.3813,0.0475,real,other
Chst15,-0.010609,0.352639,0.5992,0.1263,real,other
Oat,0.037299,0.154362,0.4120,0.0088,real,other
Nkx1-2,-0.206802,-0.132426,0.3639,0.0503,complex,other
Fam53b,0.398317,-0.112108,0.3348,0.1409,complex,other
Mettl10,0.482780,-0.116976,0.3420,0.1895,complex,other
1500002F19Rik,0.088344,0.443295,0.7114,0.2331,real,other
Ctbp2,-0.430281,-0.535503,0.7318,0.3483,complex,other
Tex36,-0.269189,0.179304,0.5789,0.1361,real,other
Mmp21,0.147739,-0.221794,0.4709,0.0619,complex,other
Uros,0.496595,0.184512,0.7444,0.3912,real,other
Dhx32,0.025256,0.530307,0.7410,0.2461,real,other
Adam12,0.175141,-0.082228,0.2868,0.0326,complex,other
D7Ertd443e,0.297719,-0.279153,0.5283,0.1185,complex,other
Fam196a,-0.119937,0.554443,0.8070,0.3427,real,other
Clrn3,-0.044142,0.327543,0.5948,0.1074,real,other
Mki67,-0.107119,0.146347,0.4398,0.0367,real,target
Gm10579,-0.564173,-0.049878,0.4544,0.2711,real,other
Ebf3,0.277396,0.063694,0.4267,0.0893,real,other
9430038I01Rik,0.191462,-0.294739,0.5429,0.1085,complex,other
Tcerg1l,0.070272,0.004076,0.1080,-0.0035,real,other
Mapk1ip1,0.557900,-0.044331,0.4619,0.2970,real,other
Stk32c,-0.123637,0.024031,0.2287,0.0163,real,other
Nkx6-2,-0.162652,-0.222962,0.4722,0.0617,complex,other
Cfap46,-0.279414,-0.060301,0.2456,0.0721,complex,other
Mir202,-0.302110,0.165030,0.5845,0.1238,real,other
6430531B16Rik,0.408191,0.121040,0.6075,0.2158,real,other
Adam8,0.007723,0.081378,0.2892,0.0041,real,other
Tubgcp2,0.035679,0.198420,0.4636,0.0319,real,other
Msx3,0.145327,0.465871,0.7591,0.1492,real,other
Caly,-0.279163,0.289948,0.6958,0.1900,real,other
Fuom,-0.051190,0.513960,0.7430,0.2565,real,other
Echs1,-0.181801,-0.050279,0.2242,0.0217,complex,other
Sprn,-0.108187,0.228088,0.5347,0.0772,real,other
Olfr522,-0.165858,0.588301,0.8544,0.4065,real,other
Olfr524,-0.183473,0.388714,0.7219,0.2000,real,other
Olfr60,0.137480,-0.042363,0.2058,0.0175,complex,other
Olfr530,-0.102770,0.088476,0.3532,0.0144,real,other
Olfr531,0.280289,-0.264498,0.5143,0.1088,complex,other
Olfr532,-0.062230,-0.013479,0.1161,-0.0080,complex,other
Olfr536,0.018689,0.064692,0.2639,0.0030,real,other
Syce1,0.123841,0.106237,0.3937,0.0268,real,other
Zfp941,-0.075658,0.112030,0.3747,0.0190,real,other
Bet1l,-0.216234,-0.080758,0.2842,0.0466,complex,other
Sirt3,0.374133,0.104120,0.5600,0.1847,real,chromatin
Cox8b,0.245283,-0.231482,0.4811,0.0721,complex,other
Ifitm5,-0.010186,0.217284,0.4713,0.0446,real,other
Ifitm3,0.308247,0.108291,0.5175,0.1231,real,other
Ifitm6,0.425533,-0.151770,0.3896,0.1466,complex,other
Sigirr,0.492751,-0.184513,0.4296,0.1928,complex,other
Ano9,0.151044,0.064491,0.3405,0.0286,real,other
Rnh1,-0.121051,0.265831,0.5797,0.0995,real,other
Hras,0.525530,0.045653,0.6014,0.2888,real,other
Lmntd2,0.045966,0.210307,0.4822,0.0433,real,other
Mir210,0.013958,0.469872,0.6925,0.2374,real,other
Irf7,0.209468,-0.021742,0.1475,0.0448,complex,immune
Cdhr5,0.985516,-0.349998,0.5916,0.5886,complex,other
Sct,0.232994,0.064877,0.3966,0.0655,real,other
Deaf1,0.068016,0.029422,0.2089,0.0011,real,other
B230206H07Rik,-0.327582,-0.158750,0.3984,0.1064,complex,other
Pddc1,0.468597,0.094431,0.6207,0.2750,real,other
Cend1,-0.019405,0.260508,0.5202,0.0626,real,other
Slc25a22,0.603808,-0.216430,0.4652,0.2676,complex,other
Pidd1,0.390319,-0.449519,0.6705,0.3013,complex,other
Gm10575,0.091950,0.040710,0.2529,0.0107,real,other
Chid1,0.665945,-0.017572,0.6384,0.4291,real,other
Gm16982,-0.089126,0.543742,0.7833,0.2841,real,other
Muc6,-0.463990,0.151635,0.6853,0.2946,real,other
Tollip,0.207185,0.126787,0.4744,0.0587,real,other
Mob2,-0.656955,0.002755,0.6611,0.4357,real,other
Dusp8,-0.117620,0.059460,0.3096,0.0112,real,other
Krtap5-2,-0.306308,0.368125,0.7789,0.3229,real,other
Krtap5-5,-0.018275,0.067781,0.2696,0.0030,real,other
Krtap5-1,-0.021075,0.525345,0.7354,0.2795,real,other
Ifitm10,-0.054650,-0.077708,0.2788,0.0079,complex,other
Ctsd,-0.236590,0.183168,0.5623,0.1141,real,other
Prr33,-0.017806,-0.084416,0.2905,0.0075,complex,other
Igf2,0.046595,-0.006973,0.0835,0.0018,complex,other
Mir483,-0.167573,0.402591,0.7238,0.2035,real,other
Ins2,0.226851,0.120104,0.4781,0.0644,real,other
Th,-0.030915,0.137729,0.3869,0.0154,real,other
Ascl2,-0.423038,-0.093714,0.3061,0.1572,complex,stem
R74862,-0.003527,0.026660,0.1651,-0.0030,real,other
Trpm5,0.102532,0.116822,0.3969,0.0248,real,other
Cdkn1c,0.274230,-0.204228,0.4519,0.0841,complex,other
Phlda2,0.227715,-0.044326,0.2105,0.0511,complex,other
Nap1l4,-0.268845,0.067674,0.4272,0.0877,real,other
Cars,0.371532,0.052914,0.4814,0.1526,real,other
Tnfrsf26,-0.149251,-0.272837,0.5223,0.0873,complex,other
Tnfrsf22,0.690093,-0.201695,0.4491,0.3490,complex,other
Tnfrsf23,-0.151207,0.093346,0.3903,0.0341,real,other
Osbpl5,0.507556,0.059169,0.6053,0.2987,real,other
Mrgprg,0.120138,0.334087,0.6412,0.1403,real,other
Mrgpre,0.248756,0.195037,0.5832,0.1399,real,other
Nadsyn1,-0.102937,0.084605,0.3469,0.0185,real,other
Cttn,0.152929,0.133589,0.4499,0.0433,real,other
Ppfia1,0.114525,0.429434,0.7151,0.2175,real,other
Fadd,0.123874,0.102817,0.3885,0.0275,real,other
Ano1,0.055858,0.003459,0.0930,0.0028,real,other
Ccnd1,0.213371,0.219113,0.5868,0.1281,real,target
1810010D01Rik,-0.112048,-0.144307,0.3799,0.0300,complex,other
Tpcn2,0.166857,0.026810,0.2672,0.0285,real,other
AU018091,-0.123425,0.142988,0.4449,0.0413,real,other
Cacng8,0.222977,0.337541,0.7031,0.1928,real,other
Myadm,0.516368,0.003821,0.5237,0.2465,real,other
Cacng7,0.006179,0.059978,0.2480,0.0004,real,other
A430078G23Rik,-0.011655,-0.133554,0.3655,0.0158,complex,other
Arhgef18,0.424650,0.073059,0.5560,0.2231,real,other
1700019B03Rik,0.008897,-0.135271,0.3678,0.0171,complex,other
Zfp358,0.280654,0.107485,0.4969,0.1094,real,other
Mcoln1,0.265591,0.261455,0.6611,0.1921,real,other
Pnpla6,0.507146,-0.007649,0.4916,0.2351,real,other
C330021F23Rik,0.472760,-0.019708,0.4266,0.2135,real,other
Camsap3,0.549111,0.044839,0.6213,0.3259,real,other
Stxbp2,0.331874,-0.069683,0.2640,0.0933,complex,other
Retn,-0.204423,0.420877,0.7590,0.2532,real,other
Mcemp1,-0.008096,0.078201,0.2837,-0.0019,real,other
Trappc5,-0.079676,-0.107266,0.3275,0.0157,complex,other
Aida,-0.146933,0.468058,0.7615,0.2746,real,other
Cd209g,-0.120446,-0.294096,0.5423,0.1051,complex,other
Evi5l,0.132975,0.309698,0.6270,0.1306,real,other
Lrrc8e,-0.054900,0.286589,0.5635,0.0860,real,other
Map2k7,0.306419,0.161243,0.5830,0.1423,real,other
Snapc2,0.261623,0.078684,0.4403,0.0884,real,other
Ccl25,0.380672,0.245412,0.7210,0.3006,real,other
Cers4,-0.024314,0.189038,0.4471,0.0377,real,other
Zfp958,-0.084737,0.130825,0.4065,0.0258,real,other
4921522P10Rik,-0.097946,-0.110851,0.3329,0.0185,complex,other
B930078G14Rik,0.228709,-0.000739,0.2254,0.0512,real,other
Abhd13,-0.029200,-0.022863,0.1512,-0.0016,complex,other
Tnfsf13b,0.275038,-0.022906,0.1513,0.0612,complex,other
Myo16,0.116946,0.126765,0.4193,0.0298,real,other
Col4a2,0.381717,-0.091476,0.3025,0.1036,complex,other
Carkd,0.306018,0.313405,0.7334,0.3232,real,other
Ing1,0.093690,0.257537,0.5565,0.0824,real,other
Gm7562,-0.031317,0.123367,0.3672,0.0156,real,other
1700128E19Rik,-0.023395,-0.017050,0.1306,-0.0048,complex,other
Arhgef7,0.661273,-0.021734,0.6266,0.4075,real,other
Tex29,-0.333416,-0.163089,0.4038,0.1059,complex,other
A230072I06Rik,-0.317624,0.291884,0.7219,0.2552,real,other
Gm5607,-0.203838,0.056770,0.3611,0.0502,real,other
Sox1,0.224743,0.224295,0.5991,0.1205,real,other
Spaca7,0.158647,0.031194,0.2729,0.0282,real,other
4931415C17Rik,-0.011133,0.085230,0.2976,0.0071,real,other
Atp11a,0.528158,-0.014393,0.4993,0.2730,real,other
Mcf2l,0.086398,0.228513,0.5232,0.0631,real,other
F7,0.374801,-0.058710,0.2423,0.1130,complex,other
F10,-0.199960,-0.091750,0.3029,0.0392,complex,other
Proz,-0.010952,0.228618,0.4836,0.0473,real,other
Cul4a,0.002423,0.385374,0.6220,0.1507,real,other
Lamp1,-0.141879,0.117118,0.4204,0.0392,real,other
Tmco3,0.221285,0.428877,0.7748,0.2324,real,other
Tfdp1,-0.029481,0.283356,0.5473,0.0806,real,other
Grk1,0.484889,-0.571152,0.7557,0.3604,complex,other
Tmem255b,0.016298,0.099693,0.3240,0.0098,real,other
Cdc16,-0.202092,0.401974,0.7431,0.2582,real,other
Upf3a,-0.577154,-0.019733,0.5407,0.3239,real,other
Champ1,0.480840,-0.075289,0.2744,0.2043,complex,other
Fbxo25,0.192058,0.376699,0.7173,0.2251,real,other
Gm10699,-0.076434,-0.000403,0.0707,0.0045,real,other
Dlgap2,0.137252,0.320450,0.6389,0.1402,real,other
Cln8,0.102711,0.288530,0.5910,0.1011,real,other
Arhgef10,-0.101855,-0.564217,0.7511,0.3220,complex,other
Kbtbd11,-0.142087,-0.076518,0.2766,0.0229,complex,other
Myom2,-0.153598,0.167417,0.4931,0.0585,real,other
Mcph1,-0.489952,0.112005,0.6597,0.3104,real,other
Agpat5,0.165195,0.285348,0.6231,0.1316,real,other
Defb34,0.057442,0.264770,0.5441,0.0744,real,other
Spag11b,-0.121365,0.387093,0.6858,0.1807,real,other
Spag11a,-0.134943,0.411739,0.7127,0.2092,real,other
Defb14,-0.496683,0.122945,0.6780,0.3481,real,other
Defb4,-0.088556,-0.085602,0.2926,0.0138,complex,other
Defb5,-0.381990,-0.088832,0.2980,0.1273,complex,other
Defb6,-0.161202,-0.019320,0.1390,0.0181,complex,other
Defb46,-0.193465,0.553143,0.8467,0.4379,real,other
Defb3,0.020936,0.304489,0.5624,0.0898,real,other
Defb7,-0.393030,0.096732,0.5644,0.1939,real,other
2610005L07Rik,0.003096,0.080420,0.2851,0.0011,real,other
AY761185,-0.097475,0.361285,0.6518,0.1502,real,other
Gm6040,-0.033897,0.021153,0.1634,0.0016,real,other
Defa24,0.300242,0.030988,0.3815,0.0946,real,other
Defb1,0.225178,0.210049,0.5845,0.1083,real,other
Defb50,-0.372652,0.249443,0.7194,0.2755,real,other
Defb2,0.043750,0.223029,0.4946,0.0509,real,other
Defb10,0.069933,0.101221,0.3550,0.0165,real,other
Defb35,-0.527697,0.036416,0.5895,0.2568,real,other
Defb13,0.022149,0.215936,0.4759,0.0471,real,other
Ccdc70,0.104437,-0.410946,0.6411,0.1746,complex,other
Alg11,0.442035,0.057048,0.5464,0.2137,real,other
Vps36,-0.125601,0.456837,0.7416,0.2330,real,other
Thsd1,0.315708,0.318940,0.7442,0.2043,real,other
Tpte,-0.210002,-0.251328,0.5013,0.0957,complex,other
Mrps31,-0.101293,0.481189,0.7462,0.2545,real,other
Slc20a2,0.333618,0.287834,0.7286,0.2400,real,other
Dkk4,0.111943,-0.291463,0.5399,0.0916,complex,other
Plat,0.342057,-0.264924,0.5147,0.1259,complex,other
1700041G16Rik,-0.407387,-0.119792,0.3461,0.1258,complex,other
